form_id,interest_type,details,business_name,company_id,company_code,address,created
DPI-0117,Directorships,Executive Director,Nancy Management,ABN 42 383 612 748,,"77 Main Street, Greensborough, 3088",16-Aug-2021
DPI-0117,Real Estate,Property Portfolio,,,,"116 Argus Walk, Alphington, 3078",16-Aug-2021
DPI-0118,Other Source of Income,Spouse Income from Employer,Kevin Computers,ABN 44 344 159 482,,"87 Agar Drive, Truganina, 3023",06-Sep-2021
DPI-0118,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,GlaxoSmithKline,,,,06-Sep-2021
DPI-0118,Investments,400000 Long Term,THE TRUSTEE FOR CLK SELF MANAGED SUPER FUND,ABN 47 326 771 456,,,06-Sep-2021
DPI-0118,Other Assets,Morris Minor - Mnti,,,,,06-Sep-2021
DPI-0118,Other Source of Income,Puppet Stand at Local Farmers Market,Paul Builders,ABN 46 342 354 501,,"118 Winjeel Court, Braybrook, 3019",06-Sep-2021
DPI-0119,Other Source of Income,Puppet Stand at Local Farmers Market,Christine Digital,ABN 43 391 498 897,,"20 Melaleuca Close, Hillside, 3037",01-Aug-2021
DPI-0119,Directorships,Director,Elaine Builders,ABN 41 370 432 783,,"120 George Street, St Albans, 3021",01-Aug-2021
DPI-0119,Other Source of Income,Crochet Classes for Execs,Christine Digital,ABN 43 391 498 897,,"20 Melaleuca Close, Hillside, 3037",01-Aug-2021
DPI-0119,Other Assets,John Deere Historical Tractor,,,,,01-Aug-2021
DPI-0120,Real Estate,Property Portfolio,,,,"78 Outlook Drive, Eaglemont, 3079",17-Jul-2021
DPI-0120,Share Holdings,Mirvac Group��,,,MGR,,17-Jul-2021
DPI-0120,Other Assets,John Deere Historical Tractor,,,,,17-Jul-2021
DPI-0120,Investments,670000 Investment,MOLONEY SELF MANAGED SUPERANNUATION FUND,ABN 46 316 576 365,,,17-Jul-2021
DPI-0120,Investments,210000 Long Term,The Trustee for barea managed fund,ABN 46 324 412 151,,,17-Jul-2021
DPI-0121,Trusts/Nominees,Business Trust,Justin Property,,,,03-Mar-2021
DPI-0121,Share Holdings,Australia and New Zealand Banking Group Ltd,,,ANZ,,03-Mar-2021
DPI-0121,Real Estate,Owned Property for Rental,,,,"64 Foxton Street, St Albans, 3021",03-Mar-2021
DPI-0121,Other Source of Income,Puppet Stand at Local Farmers Market,Carol Lawyers,ABN 42 372 707 387,,"62 Candy Crescent, Braybrook, 3019",03-Mar-2021
DPI-0121,Other Source of Income,Spouse Income from Employer,Zachary Lawyers,ABN 44 397 380 528,,"51 Lawson Street, Oakleigh East, 3800",03-Mar-2021
DPI-0122,Other Assets,John Deere Historical Tractor,,,,,27-Apr-2022
DPI-0122,Other Assets,John Deere Historical Tractor,,,,,27-Apr-2022
DPI-0122,Real Estate,Owned Property for Rental,,,,"32 Mirabella Drive, Tullamarine, 3045",27-Apr-2022
DPI-0122,Trusts/Nominees,Business Nominee,Gabriel Digital,,,,27-Apr-2022
DPI-0122,Other Assets,Singer Sewing Machine,,,,,27-Apr-2022
DPI-0123,Trusts/Nominees,Family Trust,Russell Lawyers,,,,12-Apr-2021
DPI-0123,Trusts/Nominees,Family Trust,Michael Hotel,,,,12-Apr-2021
DPI-0123,Directorships,Director,Jennifer Management,ABN 42 322 548 809,,"62 Kingston Boulevard, Brunswick, 3029",12-Apr-2021
DPI-0124,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Purdue Pharma,,,,13-Nov-2021
DPI-0124,Share Holdings,BHP Group Ltd,,,BHP,,13-Nov-2021
DPI-0124,Investments,500000 Family Investment,THE POWELL SELF MANAGED SUPER FUND,ABN 42 332 235 727,,,13-Nov-2021
DPI-0125,Share Holdings,Insurance Australia Group Ltd,,,IAG,,23-Jun-2021
DPI-0125,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Astra Pharma,,,,23-Jun-2021
DPI-0125,Other Assets,1951 Penfolds Grange,,,,,23-Jun-2021
DPI-0125,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Pfizer Pharma,,,,23-Jun-2021
DPI-0125,Other Source of Income,Exec Mentoring,Ronald Hotel,ABN 46 345 649 637,,"87 Jolimont Road, Forest Hill, 3133",23-Jun-2021
DPI-0126,Other Assets,Singer Sewing Machine,,,,,28-Mar-2022
DPI-0126,Real Estate,Owned Property for Rental,,,,"116 Argus Walk, Alphington, 3078",28-Mar-2022
DPI-0126,Directorships,Non-Executive Director,Joseph Digital,ABN 47 310 480 747,,"55 Flora Road, Donvale, 3111",28-Mar-2022
DPI-0126,Share Holdings,Macquarie Group Ltd,,,MQG,,28-Mar-2022
DPI-0127,Real Estate,Rental Property,,,,"123 Orbital Drive, Kealba, 3021",30-Sep-2021
DPI-0127,Trusts/Nominees,Business Trust,Chelsea Builders,,,,30-Sep-2021
DPI-0127,Trusts/Nominees,Family Trust,James Events,,,,30-Sep-2021
DPI-0127,Other Assets,1951 Penfolds Grange,,,,,30-Sep-2021
DPI-0127,Share Holdings,Fisher & Paykel Healthcare Corporation Ltd,,,FPH,,30-Sep-2021
DPI-0128,Share Holdings,Northern Star Resources Ltd,,,NST,,29-Mar-2021
DPI-0128,Investments,740000 Investment,The Trustee for Hunter Managed Super Fund,ABN 45 373 645 203,,,29-Mar-2021
DPI-0128,Partnerships,25% Partnership,William Finance,ABN 42 385 674 247,,"20 Larter Court, Wantirna South, 3152",29-Mar-2021
DPI-0129,Real Estate,Owned Property for Rental,,,,"89 Boundary Road, Laverton North, 3026",03-May-2022
DPI-0129,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Pfizer Pharma,,,,03-May-2022
DPI-0129,Other Source of Income,Spouse Income from Employer,Rachel Accounting,ABN 47 346 628 832,,"32 Main Yarra Trail Capital City Trail, Burnley, 3121",03-May-2022
DPI-0129,Partnerships,25% Partnership,Kimberly Lawyers,ABN 46 317 150 125,,"71 Haig Court, Doncaster East, 3130",03-May-2022
DPI-0130,Trusts/Nominees,Business Nominee,Kimberly Apparel,,,,20-May-2022
DPI-0130,Directorships,Non-Executive Director,Ryan Builders,ABN 46 321 575 688,,"84 Kinnear Street, Footscray, 3011",20-May-2022
DPI-0130,Other Source of Income,Crochet Classes for Execs,Andrew Finance,ABN 42 371 684 433,,"57 Allendale Road, Research, 3095",20-May-2022
DPI-0131,Partnerships,25% Partnership,Carol Lawyers,ABN 42 372 707 387,,"62 Candy Crescent, Braybrook, 3019",23-Apr-2022
DPI-0131,Investments,660000 Long Term,MICHAEL SELF MANAGED SUPER FUND,ABN 46 362 768 601,,,23-Apr-2022
DPI-0131,Other Assets,1951 Penfolds Grange,,,,,23-Apr-2022
DPI-0132,Investments,710000 Investment,KARPE SELF MANAGED SUPER FUND,ABN 43 387 299 747,,,01-May-2022
DPI-0132,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Pfizer Pharma,,,,01-May-2022
DPI-0132,Other Source of Income,Crochet Classes for Execs,Brandi Apparel,ABN 46 324 412 151,,"78 Somerton Road, Greenvale, 3059",01-May-2022
DPI-0132,Directorships,Director,Michael Clinic,ABN 43 369 376 360,,"39 Phoenix Street, Sunshine North, 3020",01-May-2022
DPI-0133,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Purdue Pharma,,,,15-May-2021
DPI-0133,Directorships,Non-Executive Director,Tracy Physiotherapy,ABN 45 307 376 146,,"44 Bunting Road, Brooklyn, 3025",15-May-2021
DPI-0133,Directorships,Executive Director,John Lawyers,ABN 44 308 583 722,,"45 Burnet Trail, Kew, 3067",15-May-2021
DPI-0133,Investments,360000 Investment,The Trustee for MANAGED NOMINEES SUPERANNUATION FUND,ABN 46 338 412 668,,,15-May-2021
DPI-0133,Other Assets,John Deere Historical Tractor,,,,,15-May-2021
DPI-0134,Other Assets,1951 Penfolds Grange,,,,,24-Nov-2021
DPI-0134,Partnerships,Quarter Partnership,Ryan Apparel,ABN 45 335 745 488,,"74 Blue Lake Circuit, Plenty, 3082",24-Nov-2021
DPI-0134,Investments,480000 Family Investment,MCGOWAN SELF MANAGED SUPER FUND,ABN 47 326 771 456,,,24-Nov-2021
DPI-0134,Trusts/Nominees,Family Trust,Christine Digital,,,,24-Nov-2021
DPI-0134,Other Assets,Morris Minor - Mnti,,,,,24-Nov-2021
DPI-0135,Share Holdings,Wesfarmers Ltd,,,WES,,05-Jul-2021
DPI-0135,Real Estate,Owned Property for Rental,,,,"43 Jenny Rd, Point Cook, 3030",05-Jul-2021
DPI-0135,Other Assets,1951 Penfolds Grange,,,,,05-Jul-2021
DPI-0135,Directorships,Director,Ronald Hotel,ABN 46 345 649 637,,"87 Jolimont Road, Forest Hill, 3133",05-Jul-2021
DPI-0135,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Purdue Pharma,,,,05-Jul-2021
DPI-0136,Investments,780000 Family Investment,THE SAYERS SELF MANAGED SUPER FUND,ABN 45 349 357 654,,,20-Apr-2021
DPI-0136,Other Assets,Morris Minor - Mnti,,,,,20-Apr-2021
DPI-0136,Partnerships,25% Partnership,Matthew Digital,ABN 48 337 877 553,,"108 Neil Street, West Footscray, 3012",20-Apr-2021
DPI-0136,Real Estate,Property Portfolio,,,,"55 Sherwood Road, Eaglemont, 3079",20-Apr-2021
DPI-0137,Partnerships,Quarter Partnership,Robert Clinic,ABN 43 387 299 747,,"114 Heard Avenue, Plenty, 3090",21-Sep-2021
DPI-0137,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Pfizer Pharma,,,,21-Sep-2021
DPI-0137,Other Assets,Morris Minor - Mnti,,,,,21-Sep-2021
DPI-0137,Partnerships,25% Partnership,Christine Digital,ABN 43 391 498 897,,"20 Melaleuca Close, Hillside, 3037",21-Sep-2021
DPI-0137,Other Assets,Singer Sewing Machine,,,,,21-Sep-2021
DPI-0138,Real Estate,Rental Property,,,,"77 Main Street, Greensborough, 3088",26-Aug-2021
DPI-0138,Partnerships,Half Partnership,Ryan Apparel,ABN 45 335 745 488,,"74 Blue Lake Circuit, Plenty, 3082",26-Aug-2021
DPI-0138,Other Source of Income,Spouse Income from Employer,Julie Apparel,ABN 42 398 293 588,,"36 Napier Street, South Melbourne, 3205",26-Aug-2021
DPI-0138,Share Holdings,SOUTH32 Ltd,,,S32,,26-Aug-2021
DPI-0138,Partnerships,25% Partnership,Andrew Finance,ABN 42 371 684 433,,"57 Allendale Road, Research, 3095",26-Aug-2021
DPI-0139,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,GlaxoSmithKline,,,,09-Jul-2021
DPI-0139,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Purdue Pharma,,,,09-Jul-2021
DPI-0139,Other Assets,Morris Minor - Mnti,,,,,09-Jul-2021
DPI-0140,Real Estate,Owned Property for Rental,,,,"60 Terminal Drive, Melbourne Airport, 3045",21-Feb-2021
DPI-0140,Trusts/Nominees,Business Nominee,Jennifer Management,,,,21-Feb-2021
DPI-0140,Other Source of Income,Crochet Classes for Execs,Ronald Accounting,ABN 44 394 582 439,,"121 Peronne Street, Pascoe Vale South, 3044",21-Feb-2021
DPI-0140,Investments,550000 Investment,THE TRUSTEE FOR CLK SELF MANAGED SUPER FUND,ABN 44 344 159 482,,,21-Feb-2021
DPI-0141,Other Assets,Singer Sewing Machine,,,,,01-Apr-2022
DPI-0141,Directorships,Executive Director,Brandy Physiotherapy,ABN 45 392 543 107,,"45 Riversdale Road, Camberwell, 3124",01-Apr-2022
DPI-0141,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Purdue Pharma,,,,01-Apr-2022
DPI-0141,Other Assets,Morris Minor - Mnti,,,,,01-Apr-2022
DPI-0142,Real Estate,Property Portfolio,,,,"24 Yarra Flats Entry Road, Eaglemont, 3084",01-May-2021
DPI-0142,Partnerships,25% Partnership,Sarah Accounting,ABN 45 340 804 343,,"97 Tenth Avenue, Carlton North, 3054",01-May-2021
DPI-0142,Partnerships,25% Partnership,Alexis Finance,ABN 43 330 750 303,,"78 Bannons Lane North, Doreen, 3091",01-May-2021
DPI-0142,Directorships,Non-Executive Director,Chris Lawyers,ABN 47 393 455 339,,"112 Mulberry Parade, Heidelberg West, 3081",01-May-2021
DPI-0143,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Pfizer Pharma,,,,14-Sep-2021
DPI-0143,Real Estate,Property Portfolio,,,,"89 Boundary Road, Laverton North, 3026",14-Sep-2021
DPI-0143,Trusts/Nominees,Family Trust,Chelsea Builders,,,,14-Sep-2021
DPI-0144,Trusts/Nominees,Business Nominee,Tracy Physiotherapy,,,,15-Nov-2021
DPI-0144,Share Holdings,ASX Ltd,,,ASX,,15-Nov-2021
DPI-0144,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Purdue Pharma,,,,15-Nov-2021
DPI-0144,Partnerships,Half Partnership,Jose Builders,ABN 44 379 589 591,,"38 Christies Road, Ravenhall, 3023",15-Nov-2021
DPI-0145,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Johnson & Johnson,,,,18-Jun-2021
DPI-0145,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Purdue Pharma,,,,18-Jun-2021
DPI-0145,Other Source of Income,Crochet Classes for Execs,Elaine Builders,ABN 41 370 432 783,,"120 George Street, St Albans, 3021",18-Jun-2021
DPI-0145,Partnerships,Quarter Partnership,Alexis Finance,ABN 43 330 750 303,,"78 Bannons Lane North, Doreen, 3091",18-Jun-2021
DPI-0146,Other Source of Income,Spouse Income from Employer,Alex Apparel,ABN 43 357 160 878,,"61 Kokoda Road, Williamstown, 3016",07-Jun-2021
DPI-0146,Share Holdings,Brambles Ltd,,,BXB,,07-Jun-2021
DPI-0146,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Johnson & Johnson,,,,07-Jun-2021
DPI-0147,Partnerships,Half Partnership,Kelly Finance,ABN 48 314 682 276,,"121 Brunton Avenue, East Melbourne, 3002",13-Jan-2022
DPI-0147,Other Assets,John Deere Historical Tractor,,,,,13-Jan-2022
DPI-0147,Partnerships,Quarter Partnership,Alex Apparel,ABN 43 357 160 878,,"61 Kokoda Road, Williamstown, 3016",13-Jan-2022
DPI-0147,Share Holdings,Auckland International Airport Ltd,,,AIA,,13-Jan-2022
DPI-0147,Trusts/Nominees,Business Nominee,Nicole Services,,,,13-Jan-2022
DPI-0148,Partnerships,Quarter Partnership,Kevin Computers,ABN 44 344 159 482,,"87 Agar Drive, Truganina, 3023",05-Mar-2021
DPI-0148,Trusts/Nominees,Business Trust,Kevin Clinic,,,,05-Mar-2021
DPI-0148,Investments,710000 Long Term,SALAMANCA SELF MANAGED SUPERANNUATION FUND,ABN 45 336 398 139,,,05-Mar-2021
DPI-0148,Other Assets,Singer Sewing Machine,,,,,05-Mar-2021
DPI-0148,Share Holdings,Amcor Plc,,,AMC,,05-Mar-2021
DPI-0149,Directorships,Director,Monica Finance,ABN 47 315 872 738,,"27 Duncans Road, Werribee South, 3030",28-Jun-2021
DPI-0149,Other Source of Income,Spouse Income from Employer,Joel Clinic,ABN 42 334 277 307,,"24 Yarra Flats Entry Road, Eaglemont, 3084",28-Jun-2021
DPI-0149,Other Assets,1951 Penfolds Grange,,,,,28-Jun-2021
DPI-0149,Investments,190000 Investment,The Trustee for MANAGED NOMINEES SUPERANNUATION FUND,ABN 45 400 298 800,,,28-Jun-2021
DPI-0149,Investments,810000 Long Term,THE TRUSTEE FOR BLACKMORE SELF-MANAGED SUPER FUND,ABN 48 351 707 284,,,28-Jun-2021
DPI-0150,Partnerships,Half Partnership,Keith Management,ABN 46 333 653 400,,"36 Reeve Court, Cheltenham, 3192",11-Feb-2021
DPI-0150,Real Estate,Owned Property for Rental,,,,"108 Ross Road, Altona North, 3025",11-Feb-2021
DPI-0150,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Johnson & Johnson,,,,11-Feb-2021
DPI-0150,Investments,330000 Investment,ATKINSON SELF MANAGED SUPERANNUATION FUND,ABN 43 330 750 303,,,11-Feb-2021
DPI-0151,Trusts/Nominees,Business Nominee,Whitney Management,,,,07-Apr-2021
DPI-0151,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Astra Pharma,,,,07-Apr-2021
DPI-0151,Investments,450000 Long Term,The Trustee for Hughs Self Managed Fund,ABN 41 358 411 432,,,07-Apr-2021
DPI-0152,Other Assets,John Deere Historical Tractor,,,,,19-Jun-2021
DPI-0152,Other Source of Income,Crochet Classes for Execs,Scott Property,ABN 48 304 420 514,,"100 Victoria Drive, Thomastown, 3060",19-Jun-2021
DPI-0152,Share Holdings,Woodside Petroleum Ltd,,,WPL,,19-Jun-2021
DPI-0152,Other Assets,Morris Minor - Mnti,,,,,19-Jun-2021
DPI-0153,Partnerships,25% Partnership,Julie Apparel,ABN 42 398 293 588,,"36 Napier Street, South Melbourne, 3205",18-Nov-2021
DPI-0153,Share Holdings,Brambles Ltd,,,BXB,,18-Nov-2021
DPI-0153,Partnerships,Quarter Partnership,Joseph Builders,ABN 47 312 269 347,,"71 Collard Drive, Diamond Creek, 3096",18-Nov-2021
DPI-0153,Other Source of Income,Puppet Stand at Local Farmers Market,Matthew Gardening,ABN 48 327 378 235,,"78 Outlook Drive, Eaglemont, 3079",18-Nov-2021
DPI-0154,Real Estate,Rental Property,,,,"77 Bridgewater Terrace, Caroline Springs, 3023",27-Jul-2021
DPI-0154,Partnerships,Half Partnership,Sarah Accounting,ABN 45 340 804 343,,"97 Tenth Avenue, Carlton North, 3054",27-Jul-2021
DPI-0154,Real Estate,Rental Property,,,,"70 Barwon Court, Clayton South, 3169",27-Jul-2021
DPI-0154,Partnerships,25% Partnership,Steven Hotel,ABN 48 364 668 375,,"64 Foxton Street, St Albans, 3021",27-Jul-2021
DPI-0155,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Johnson & Johnson,,,,12-Mar-2022
DPI-0155,Trusts/Nominees,Family Trust,Joel Clinic,,,,12-Mar-2022
DPI-0155,Share Holdings,Newcrest Mining Ltd,,,NCM,,12-Mar-2022
DPI-0156,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Astra Pharma,,,,25-Feb-2021
DPI-0156,Other Assets,1951 Penfolds Grange,,,,,25-Feb-2021
DPI-0156,Share Holdings,Australia and New Zealand Banking Group Ltd,,,ANZ,,25-Feb-2021
DPI-0156,Investments,270000 Family Investment,MAWESTA SELF MANAGED SUPER FUND,ABN 41 370 432 783,,,25-Feb-2021
DPI-0157,Share Holdings,APA Group,,,APA,,10-Oct-2021
DPI-0157,Share Holdings,Insurance Australia Group Ltd,,,IAG,,10-Oct-2021
DPI-0157,Real Estate,Owned Property for Rental,,,,"78 Somerton Road, Greenvale, 3059",10-Oct-2021
DPI-0157,Other Assets,John Deere Historical Tractor,,,,,10-Oct-2021
DPI-0158,Real Estate,Owned Property for Rental,,,,"78 Bannons Lane North, Doreen, 3091",10-Feb-2022
DPI-0158,Directorships,Director,Justin Property,ABN 45 373 645 203,,"112 Rowe Street, Maribyrnong, 3011",10-Feb-2022
DPI-0158,Share Holdings,RIO Tinto Ltd,,,RIO,,10-Feb-2022
DPI-0159,Other Source of Income,Crochet Classes for Execs,Joseph Digital,ABN 47 310 480 747,,"55 Flora Road, Donvale, 3111",18-Jun-2021
DPI-0159,Directorships,Non-Executive Director,Andrew Finance,ABN 42 371 684 433,,"57 Allendale Road, Research, 3095",18-Jun-2021
DPI-0159,Directorships,Director,Kimberly Lawyers,ABN 46 317 150 125,,"71 Haig Court, Doncaster East, 3130",18-Jun-2021
DPI-0159,Real Estate,Rental Property,,,,"109 Merri Creek Trail, Fawkner, 3060",18-Jun-2021
DPI-0159,Partnerships,Half Partnership,Kevin Clinic,ABN 46 354 260 532,,"29 Louisa Court, Oakleigh South, 3165",18-Jun-2021
DPI-0160,Investments,550000 Investment,THE AJG SELF MANAGED PENSION FUND,ABN 42 322 548 809,,,19-Nov-2021
DPI-0160,Partnerships,25% Partnership,Kari Hotel,ABN 42 332 235 727,,"60 Terminal Drive, Melbourne Airport, 3045",19-Nov-2021
DPI-0160,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Astra Pharma,,,,19-Nov-2021
DPI-0161,Other Source of Income,Exec Mentoring,Jennifer Management,ABN 42 322 548 809,,"62 Kingston Boulevard, Brunswick, 3029",30-Nov-2021
DPI-0161,Real Estate,Rental Property,,,,"112 Mulberry Parade, Heidelberg West, 3081",30-Nov-2021
DPI-0161,Directorships,Director,Stephanie Finance,ABN 42 341 567 697,,"86 Champion Road, Williamstown North, 3016",30-Nov-2021
DPI-0162,Real Estate,Rental Property,,,,"86 Champion Road, Williamstown North, 3016",07-Feb-2022
DPI-0162,Share Holdings,Suncorp Group Ltd��,,,SUN,,07-Feb-2022
DPI-0162,Real Estate,Rental Property,,,,"97 Tenth Avenue, Carlton North, 3054",07-Feb-2022
DPI-0162,Other Assets,Morris Minor - Mnti,,,,,07-Feb-2022
DPI-0162,Partnerships,25% Partnership,Carol Lawyers,ABN 42 372 707 387,,"62 Candy Crescent, Braybrook, 3019",07-Feb-2022
DPI-0163,Investments,620000 Family Investment,THE TRUSTEE FOR KHUSHI MANAGED SUPERFUND,ABN 43 391 498 897,,,21-Oct-2021
DPI-0163,Share Holdings,Woodside Petroleum Ltd,,,WPL,,21-Oct-2021
DPI-0163,Other Assets,Singer Sewing Machine,,,,,21-Oct-2021
DPI-0163,Other Assets,1951 Penfolds Grange,,,,,21-Oct-2021
DPI-0164,Directorships,Director,Ann Physiotherapy,ABN 41 375 498 344,,"36 Amery Street, Reservoir, 3060",16-Jun-2021
DPI-0164,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Pfizer Pharma,,,,16-Jun-2021
DPI-0164,Investments,150000 Long Term,KARZON SELF MANAGED SUPER FUND,ABN 43 360 354 182,,,16-Jun-2021
DPI-0165,Investments,120000 Long Term,The Trustee for SSSN Managed Superannuation Fund,ABN 46 362 768 601,,,16-Apr-2022
DPI-0165,Investments,380000 Long Term,THE HAO SELF MANAGED SUPERANNUATION FUND,ABN 45 392 543 107,,,16-Apr-2022
DPI-0165,Directorships,Non-Executive Director,Alexandra Builders,ABN 46 382 880 578,,"122 Ajax Street, Truganina, 3029",16-Apr-2022
DPI-0166,Investments,570000 Investment,The Trustee for West Super Managed Fund,ABN 42 372 707 387,,,01-Jul-2021
DPI-0166,Other Assets,Morris Minor - Mnti,,,,,01-Jul-2021
DPI-0166,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Pfizer Pharma,,,,01-Jul-2021
DPI-0166,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,GlaxoSmithKline,,,,01-Jul-2021
DPI-0166,Real Estate,Property Portfolio,,,,"82 Modal Place, Altona, 3018",01-Jul-2021
DPI-0167,Partnerships,Quarter Partnership,Chelsea Builders,ABN 42 395 758 883,,"115 South Centre Road, Melbourne Airport, 3045",04-May-2021
DPI-0167,Other Source of Income,Spouse Income from Employer,Whitney Management,ABN 41 348 545 880,,"45 Little Osborne Street, Williamstown, 3016",04-May-2021
DPI-0167,Other Assets,John Deere Historical Tractor,,,,,04-May-2021
DPI-0167,Investments,390000 Investment,The Trustee for FDM managed Fund,ABN 42 332 235 727,,,04-May-2021
DPI-0167,Directorships,Director,Ann Physiotherapy,ABN 41 375 498 344,,"36 Amery Street, Reservoir, 3060",04-May-2021
DPI-0168,Share Holdings,Amcor Plc,,,AMC,,19-Sep-2021
DPI-0168,Other Source of Income,Spouse Income from Employer,Christine Digital,ABN 43 391 498 897,,"20 Melaleuca Close, Hillside, 3037",19-Sep-2021
DPI-0168,Partnerships,Quarter Partnership,Barbara Cleaning,ABN 42 359 586 265,,"100 Calendula Circuit, Epping, 3082",19-Sep-2021
DPI-0169,Real Estate,Rental Property,,,,"48 Ballantyne Street, Burwood East, 3151",14-Feb-2021
DPI-0169,Partnerships,Half Partnership,Barbara Cleaning,ABN 42 359 586 265,,"100 Calendula Circuit, Epping, 3082",14-Feb-2021
DPI-0169,Other Source of Income,Exec Mentoring,Stephanie Clinic,ABN 47 377 126 660,,"42 Little Berry Street, Yarraville, 3013",14-Feb-2021
DPI-0170,Trusts/Nominees,Family Trust,Kevin Computers,,,,11-Mar-2021
DPI-0170,Directorships,Director,Steven Hotel,ABN 48 364 668 375,,"64 Foxton Street, St Albans, 3021",11-Mar-2021
DPI-0170,Trusts/Nominees,Business Nominee,Matthew Lawyers,,,,11-Mar-2021
DPI-0171,Real Estate,Rental Property,,,,"61 Sydney Street, Avondale Heights, 3034",19-Nov-2021
DPI-0171,Other Source of Income,Puppet Stand at Local Farmers Market,Linda Property,ABN 47 361 621 790,,"23 Carnsworth Avenue, Kew, 3101",19-Nov-2021
DPI-0171,Real Estate,Property Portfolio,,,,"123 Fred St, Footscray, 3011",19-Nov-2021
DPI-0171,Real Estate,Rental Property,,,,"102 Disney Street, Fawkner, 3060",19-Nov-2021
DPI-0172,Trusts/Nominees,Family Trust,Laura Clinic,,,,30-Jan-2022
DPI-0172,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Pfizer Pharma,,,,30-Jan-2022
DPI-0172,Other Source of Income,Spouse Income from Employer,Maria Consulting,ABN 47 320 810 296,,"112 Calder Freeway, Keilor, 3036",30-Jan-2022
DPI-0173,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Astra Pharma,,,,31-Aug-2021
DPI-0173,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Johnson & Johnson,,,,31-Aug-2021
DPI-0173,Real Estate,Owned Property for Rental,,,,"78 Bannons Lane North, Doreen, 3091",31-Aug-2021
DPI-0173,Directorships,Executive Director,Richard Clinic,ABN 42 396 712 319,,"64 Beecroft Drive, Westmeadows, 3049",31-Aug-2021
DPI-0174,Partnerships,Half Partnership,Karen Computers,ABN 46 388 106 109,,"107 Barkly Close, Brunswick, 3037",15-Jul-2021
DPI-0174,Partnerships,25% Partnership,Maria Property,ABN 46 350 736 329,,"80 Mornington Peninsula Freeway Onramp, Braeside, 3195",15-Jul-2021
DPI-0174,Other Source of Income,Spouse Income from Employer,Alex Apparel,ABN 43 357 160 878,,"61 Kokoda Road, Williamstown, 3016",15-Jul-2021
DPI-0174,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Purdue Pharma,,,,15-Jul-2021
DPI-0175,Other Assets,Morris Minor - Mnti,,,,,26-Apr-2021
DPI-0175,Other Source of Income,Crochet Classes for Execs,Zachary Lawyers,ABN 44 397 380 528,,"51 Lawson Street, Oakleigh East, 3800",26-Apr-2021
DPI-0175,Share Holdings,APA Group,,,APA,,26-Apr-2021
DPI-0175,Partnerships,25% Partnership,Steven Hotel,ABN 48 364 668 375,,"64 Foxton Street, St Albans, 3021",26-Apr-2021
DPI-0175,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Astra Pharma,,,,26-Apr-2021
DPI-0176,Directorships,Director,Victoria Digital,ABN 46 338 412 668,,"81 Parkinson Street, Mount Waverley, 3166",07-Mar-2022
DPI-0176,Partnerships,Half Partnership,Maria Consulting,ABN 47 320 810 296,,"112 Calder Freeway, Keilor, 3036",07-Mar-2022
DPI-0176,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Pfizer Pharma,,,,07-Mar-2022
DPI-0176,Directorships,Non-Executive Director,Kari Hotel,ABN 42 332 235 727,,"60 Terminal Drive, Melbourne Airport, 3045",07-Mar-2022
DPI-0176,Share Holdings,APA Group,,,APA,,07-Mar-2022
DPI-0177,Investments,780000 Investment,BOYES MOTYER SELF MANAGED SUPERANNUATI,ABN 45 374 774 544,,,17-Feb-2021
DPI-0177,Share Holdings,Goodman Group,,,GMG,,17-Feb-2021
